Trial,ND,Genotype,OnTransientPositive,OffTransientNegative,SteadyState,Repeat,Fly
51,0,Gal4,2.28923612103485,-0.389583409770932,-7.27068844078143,1,40
52,0,Gal4,1.24689583506454,-0.441944748479665,-9.481980135493,2,40
53,0,Gal4,1.54607514258409,-1.18199307373824,-11.712349793977,3,40
54,0,Gal4,2.15817798707026,-0.659020172890996,-9.4148021956904,4,40
55,0,Gal4,2.81330649658343,-0.597114174295093,-4.44835270729252,5,40
56,0,Gal4,1.5840912031824,-0.34238556860539,-13.8831016701683,6,40
57,0,Gal4,2.0441020661967,-0.462703422340027,-16.0572795718011,7,40
58,0,Gal4,9.55390633187251,-8.26548616244997,-11.0409996978385,8,40
59,0,Gal4,2.53785356866842,-0.906702862079921,-3.45824046002637,9,40
60,0,Gal4,0.712713751460228,-0.137196050992696,-11.1996562225655,10,40
61,0,Gal4,1.90632851793634,-0.505451705999601,-12.0366076744609,1,44
62,0,Gal4,2.44104603541301,-0.49566304129928,-7.39077699717686,2,44
63,0,Gal4,1.11357694321081,-0.136012495671162,-9.74146273399695,3,44
64,0,Gal4,1.43106649138809,-1.28748683705955,-11.7967274956855,4,44
65,0,Gal4,1.93783087976739,-0.52808341388857,-9.35147420947418,5,44
66,0,Gal4,2.60929130374322,-0.579598528156864,-4.63560814783712,6,44
67,0,Gal4,1.74097012762988,-0.592443157307077,-14.3994510469785,7,44
68,0,Gal4,2.23716459926374,-0.369420858762687,-15.7295054609694,8,44
69,0,Gal4,9.31448807827726,-8.20318869742354,-11.069605350951,9,44
70,0,Gal4,2.47407752341796,-0.56557785017461,-4.05671802059446,10,44
71,0,Gal4,0.615079882006443,-0.200679973797435,-11.5345580218732,1,47
72,0,Gal4,1.92680606626641,-0.597061421587886,-12.2733499009849,2,47
73,0,Gal4,2.44624959272137,-0.403680227637477,-7.50257223423976,3,47
74,0,Gal4,0.857760630778388,-0.142435005913201,-10.0115237913348,4,47
75,0,Gal4,1.31085383313086,-1.56284165481367,-11.9957123009268,5,47
76,0,Gal4,2.11801054762847,-0.629439611498929,-9.29493177666531,6,47
77,0,Gal4,2.50957026044449,-0.67552859880886,-4.7387438411149,7,47
78,0,Gal4,1.87923788111011,-0.557483401653824,-14.4138012663095,8,47
79,0,Gal4,2.32941324016344,-0.218426185091509,-16.2509510957462,9,47
80,0,Gal4,9.24648907234358,-8.1456781092491,-11.2424628808397,10,47
81,0,Gal4,2.48089982516776,-0.627687495190237,-4.04855940075907,1,53
82,0,Gal4,0.607225721614316,-0.137913814843472,-11.2524923938147,2,53
83,0,Gal4,1.90692478110665,-0.469088869428973,-12.0739653420564,3,53
84,0,Gal4,2.39669923116921,-0.399332849637549,-7.5211607775479,4,53
85,0,Gal4,0.896237245350903,-0.31128063047912,-9.47289267843926,5,53
86,0,Gal4,1.37877784944272,-1.33004093780133,-11.985967799933,6,53
87,0,Gal4,2.04515554886297,-0.570775910871918,-9.38478633610612,7,53
88,0,Gal4,2.34455641828364,-0.69446272055543,-4.90968358149562,8,53
89,0,Gal4,2.12486677546077,-0.369530921240534,-14.2753024819725,9,53
90,0,Gal4,2.39336754643975,-0.742166773114885,-16.6847488166394,10,53
91,0,Gal4,9.34142281325962,-8.66219087719286,-11.3589782953944,1,55
92,0,Gal4,2.49167998269472,-0.741207002960997,-4.15589992557582,2,55
93,0,Gal4,0.464061698179085,-0.272877885622124,-11.7105603705905,3,55
94,0,Gal4,1.9820140179439,-0.392433894375058,-11.9104186669143,4,55
95,0,Gal4,2.39459168141623,-0.499112520556269,-7.62753769950664,5,55
96,0,Gal4,0.684955364742062,-0.210014366138674,-10.1220017035805,6,55
97,0,Gal4,1.49049250332041,-1.50339163978875,-12.0749885031108,7,55
98,0,Gal4,2.306482230534,-0.718104024550398,-10.3552261304455,8,55
99,0,Gal4,2.21888847600093,-0.680445703899797,-5.05821399721812,9,55
100,0,Gal4,2.11507603441601,-0.525985626498006,-14.7081958023098,10,55
101,0,Gal4,2.54989732752357,-0.418745575737088,-16.4357842004823,1,57
102,0,Gal4,9.88501587095541,-8.87311211076947,-11.2310450545791,2,57
103,0,Gal4,2.48216915281211,-0.56989594088353,-4.24520527775563,3,57
104,0,Gal4,0.61687792608987,-0.237326219951621,-11.3763428998862,4,57
105,0,Gal4,2.03604089709017,-0.50269851475336,-11.5185201506979,5,57
106,0,Gal4,2.46429773028537,-0.51728317696631,-7.77036101439302,6,57
107,0,Gal4,0.847069579725639,-0.165629353688727,-9.93241755920071,7,57
108,0,Gal4,1.30789875707776,-1.51640956296417,-12.1019009107526,8,57
109,0,Gal4,1.91342518959803,-0.544212042530305,-9.78920006025293,9,57
110,0,Gal4,2.20853312394876,-0.6455867052944,-5.12942046126076,10,57
111,0,CKO,2.2905053804243,0.0257096167305333,-7.65183652363844,1,27
