Trial,ND,Genotype,OnTransientPositive,OffTransientNegative,SteadyState,Repeat,Fly
112,0,CKO,5.06020405041468,-3.71653849917137,-11.0330144678882,2,27
113,0,CKO,1.60892773897127,-0.255686602388661,-8.56591974762493,3,27
114,0,CKO,1.44776117573648,0.0967205229127241,-10.8097438988114,4,27
115,0,CKO,2.17363199122627,-0.0971623521008986,-24.3272632143946,5,27
116,0,CKO,2.19305140119846,-0.0714506052865271,-9.44200532670544,6,27
117,0,CKO,2.60577920551508,-0.228588151195568,-8.02825153387769,7,27
118,0,CKO,2.98631210667057,-0.757359991555667,-20.2219790771343,8,27
119,0,CKO,4.77589889555724,-3.65484243146822,-5.51756074771154,9,27
120,0,CKO,2.4529644672104,-0.597683535451145,-15.5366296249779,10,27
121,0,CKO,2.37130654123225,0.171076792009707,-14.262501624986,1,31
122,0,CKO,4.46197594788984,-3.23665635660037,-12.9612676041281,2,31
123,0,CKO,2.78024208037399,-0.208588162576485,-6.10569751905985,3,31
124,0,CKO,4.50737028711255,-3.95895135163496,-6.90651118757895,4,31
125,0,CKO,2.21612246015686,-0.196558003699638,-6.99675803659655,5,31
126,0,CKO,1.53723873490672,-0.51042528055898,-8.79061005788432,6,31
127,0,CKO,2.45333624828421,-0.436543410238748,-20.6435639714218,7,31
128,0,CKO,2.35373398530153,-0.349085461703899,-8.44624688679283,8,31
129,0,CKO,2.1387104071346,-0.538968793635862,-6.40199136372016,9,31
130,0,CKO,3.18722198180848,-0.806704047687848,-14.3171468792942,10,31
131,0,CKO,4.59933149781021,-3.78853581247159,-4.78395677365626,1,33
132,0,CKO,2.52283928129749,-0.587041039435331,-11.9434689955517,2,33
133,0,CKO,3.03641423153083,-0.142471086113227,-9.8110986311278,3,33
134,0,CKO,4.29716819383317,-3.9893358279421,-10.3568432513622,4,33
135,0,CKO,2.92875386008356,-0.0923526580743959,-6.63485302427182,5,33
136,0,CKO,3.92761854427525,-3.70241315993786,-8.3043616177083,6,33
137,0,CKO,1.07217845588147,-0.409770942677163,-7.89303336664603,7,33
138,0,CKO,1.0693429626655,-0.721144511370422,-9.27300154117424,8,33
139,0,CKO,1.76080914394994,-0.647356417994782,-22.4396392699843,9,33
140,0,CKO,2.45396373029812,-0.581086867840865,-8.77057879154993,10,33
141,0,CKO,2.06387835596609,-0.519200869765931,-6.43206088041638,1,35
142,0,CKO,3.36403560084532,-0.809872868833835,-14.6499568938809,2,35
143,0,CKO,4.38518148769414,-3.92285960647341,-4.97269927265706,3,35
144,0,CKO,2.41653214217533,-0.771900215943971,-12.6879664824026,4,35
145,0,CKO,2.12379997695085,-0.30294640581014,-11.1813508864868,5,35
146,0,CKO,3.95840386859692,-3.74739074747364,-10.8603162944872,6,35
147,0,CKO,2.37469214872894,-0.372674852023205,-6.79505914941765,7,35
148,0,CKO,3.70690728351811,-3.67110493238091,-8.76459720013017,8,35
149,0,CKO,0.848162965978224,-0.356278185318816,-8.33868239593457,9,35
150,0,CKO,0.955044278422726,-0.512498204125757,-9.549842825359,10,35
151,0,CKO,1.41362995896543,-0.443746137316467,-22.756306462407,1,39
152,0,CKO,2.23530240993998,-0.514514307994245,-8.97620943706742,2,39
153,0,CKO,1.96086919533505,-0.527775118501031,-6.63215041402433,3,39
154,0,CKO,3.12148200824278,-1.00231576496692,-14.8470577509153,4,39
155,0,CKO,4.30819961973302,-3.73567629801129,-4.91714955591895,5,39
156,0,CKO,2.40045637274746,-0.751008564108758,-13.0094233915155,6,39
157,0,CKO,1.79299761410782,-0.286043626922458,-11.4533027470311,7,39
158,0,CKO,3.92038691805104,-3.67787204606871,-11.4864523886945,8,39
159,0,CKO,2.2552425940986,-0.0465790825180274,-6.85300164795257,9,39
160,0,CKO,3.32043367039973,-3.64228411608799,-9.21358206192081,10,39
161,0,CKO,0.916539187201445,-0.592935628196363,-8.50819070295135,1,46
162,0,CKO,1.13639264095776,-0.470345825200331,-10.0475588407537,2,46
163,0,CKO,1.55231321438258,-0.63610908307728,-23.1824958080609,3,46
164,0,CKO,2.24597893221092,-0.483668086763865,-9.25090458950856,4,46
165,0,CKO,1.84157557162186,-0.560500821904002,-6.90952607427776,5,46
166,0,CKO,2.91099462015453,-0.837357910330091,-15.3102925871963,6,46
167,0,CKO,4.09974342857762,-3.83325907021733,-5.54605466644709,7,46
168,0,CKO,2.26461141410527,-0.807062904642743,-13.0533341126418,8,46
169,0,CKO,1.95867502771994,-0.303260861434831,-12.1960614963973,9,46
170,0,CKO,3.90981377535185,-3.54066882378531,-11.3540338883447,10,46
171,0,CKO,2.13575824864333,-0.25694600061432,-6.85437078778422,1,48
172,0,CKO,3.29244628817925,-3.89803134724272,-9.46430534682106,2,48
173,0,CKO,1.0937904831129,-0.464661926962451,-8.88023043846134,3,48
174,0,CKO,1.1402037608754,-0.56413692881582,-10.3297070583389,4,48
175,0,CKO,1.6002666818702,-0.573313456620493,-22.9761921972502,5,48
176,0,CKO,2.26842688520888,-0.489397991501267,-9.38230419540922,6,48
177,0,CKO,1.77551982905388,-0.56332316198281,-6.93105088849969,7,48
178,0,CKO,2.61434201470813,-0.729929432221518,-15.1408584624641,8,48
179,0,CKO,3.9238666107998,-3.72283764216608,-5.58730602787452,9,48
180,0,CKO,2.23749101132067,-0.773023661442707,-12.9958220274139,10,48
181,0,CKO,2.23076648382512,-0.225875123867597,-12.287450433716,1,50
182,0,CKO,3.6635148141953,-3.73815738600166,-12.171561944086,2,50
183,0,CKO,2.2742924738947,-0.146871787429538,-6.74620059023144,3,50
184,0,CKO,3.44479229002448,-3.84635208526639,-9.67052245605381,4,50
185,0,CKO,1.07868105078746,-0.445322306331688,-8.90645989166654,5,50
186,0,CKO,1.23811259558478,-0.452963079472038,-10.4498998441632,6,50
187,0,CKO,1.84722152994176,-0.679174487081159,-22.93530429373,7,50
188,0,CKO,2.14286123744566,-0.350277424588651,-9.44540573636538,8,50
189,0,CKO,1.85615482916099,-0.560175520570092,-7.05300986794887,9,50
190,0,CKO,2.58370660689044,-0.775330025826008,-15.0585492308652,10,50
191,0,CKO,3.96522779652546,-3.78453627341992,-5.60548794771811,1,54
192,0,CKO,2.03910807909877,-0.867500569233886,-13.021643611816,2,54
193,0,CKO,2.17377762754213,-0.280800618695684,-12.5210990756695,3,54
194,0,CKO,3.74019318685928,-3.70897477827087,-11.8485679383944,4,54
195,0,CKO,2.31894080604985,-0.252082520113621,-6.6606775780516,5,54
196,0,CKO,3.15702593462167,-3.63110326693171,-9.54142194658183,6,54
197,0,CKO,1.29016082237971,-0.446263867568829,-8.49268915550608,7,54
198,0,CKO,1.3088463077901,-0.634750659959318,-10.6944702275643,8,54
199,0,CKO,1.74662370337722,-0.734956616090717,-23.3026761736041,9,54
200,0,CKO,2.16809049252136,-0.317996851661091,-9.44287547280498,10,54
201,0,CKO,1.81652820886834,-0.581365544128367,-7.06860483595988,1,56
202,0,CKO,2.91461695105737,-0.707901624718447,-14.5661931558038,2,56
203,0,CKO,3.97709436778548,-3.85979867507994,-5.72557149239179,3,56
204,0,CKO,2.06987875409181,-0.797456808731654,-12.5740172063582,4,56
205,0,CKO,2.18981700237507,-0.30500086297549,-12.5199494751147,5,56
206,0,CKO,3.95381220408341,-3.65780737417332,-12.5917846764396,6,56
207,0,CKO,2.58499152901684,-0.25473954810453,-6.61200726759234,7,56
208,0,CKO,3.10798927532429,-3.75549002926785,-9.99818411242911,8,56
209,0,CKO,1.11814100097103,-0.741816275394765,-8.72786828709427,9,56
210,0,CKO,1.25516630133399,-0.594151575290304,-10.8374060332292,10,56
211,0,CKO,1.66825420843814,-0.680125569564936,-23.4109814974374,1,58
212,0,CKO,1.98904848008823,-0.363228444505491,-9.69813104308198,2,58
213,0,CKO,1.73718847653648,-0.627605187621817,-7.21526107532255,3,58
214,0,CKO,2.86752178566657,-0.754769711641368,-13.9089832546323,4,58
215,0,CKO,4.01194579884574,-3.88998308877612,-5.72103591177064,5,58
216,0,CKO,2.09236693303229,-0.82530717575272,-12.7286059923662,6,58
217,0,CKO,2.14733980437169,-0.269802763963856,-12.8504773138194,7,58
218,0,CKO,3.89837116772625,-3.51508705234019,-12.4522346163184,8,58
219,0,CKO,2.61908118282563,-0.214677226923787,-6.61699190527419,9,58
220,0,CKO,3.16937583070934,-3.9068922086576,-9.94434779196858,10,58
221,0,CKO,1.0359595828566,-0.595521606613566,-9.44213157711409,1,60
222,0,CKO,1.30741046832407,-0.460512736527919,-10.8967302604888,2,60
223,0,CKO,1.910499674915,-0.695158152019562,-23.2244280948353,3,60
224,0,CKO,1.98921150791369,-0.567154859468419,-9.82207041079363,4,60
225,0,CKO,1.83594624262507,-0.582140396207025,-7.10874575017327,5,60
226,0,CKO,3.01445321973189,-0.71825038048082,-13.9531784629423,6,60
227,0,CKO,4.04876468146099,-3.88626135227663,-5.8539827705527,7,60
228,0,CKO,2.23285236916375,-0.775116079229853,-12.3602588902976,8,60
229,0,CKO,2.125608171283,-0.200965512419183,-12.9933256490932,9,60
230,0,CKO,3.69610320228478,-3.66156486320619,-12.6342861289197,10,60
231,1,Gal4,3.74820636811836,0.00117605586510905,-13.9755281466808,1,26
232,1,Gal4,2.8024840433241,-0.222378493008906,-12.6937099083883,2,26
233,1,Gal4,7.36929771927025,-5.23871216415019,-15.2592056345993,3,26
234,1,Gal4,3.23368240745464,-0.205092143593343,-0.792883185559772,4,26
235,1,Gal4,2.10574155730332,0.249163135146917,-11.3697596214356,5,26
236,1,Gal4,2.37505562239762,-0.228853651726162,-19.5915910212082,6,26
237,1,Gal4,1.95816193529704,-0.483136151145744,-7.403770811149,7,26
238,1,Gal4,2.31237857950351,-0.0169850588821596,-10.3016153767285,8,26
239,1,Gal4,2.75998629619707,-1.16065280141279,-13.5112366262339,9,26
240,1,Gal4,3.11700695142147,-0.171523892090368,-12.252300916806,10,26
241,1,Gal4,1.81656684130875,-0.990481321246598,-8.74169500104187,1,30
242,1,Gal4,3.61309984422399,-0.344981184267454,-12.1377638646148,2,30
243,1,Gal4,3.12324097529058,-0.305240195998518,-9.68034915105622,3,30
244,1,Gal4,10.2076854071594,-7.55377364157894,-9.15017934867753,4,30
245,1,Gal4,3.31933491576492,-0.344988699008692,-1.99568311851351,5,30
246,1,Gal4,2.97372241388237,-0.19743049538299,-8.89010329779841,6,30
247,1,Gal4,2.65813708204962,-0.725075218069478,-13.1647645845924,7,30
248,1,Gal4,3.10444150008903,-0.599058717016689,-5.7344885372206,8,30
249,1,Gal4,2.57182842277379,-0.165479895426559,-8.62115971000045,9,30
250,1,Gal4,3.3834588784182,-2.06410474781906,-7.85081203862787,10,30
251,1,Gal4,3.75453535355341,-1.26538733307701,-7.87126193012861,1,32
252,1,Gal4,2.50622632933269,-0.832333113285012,-5.30288984826713,2,32
253,1,Gal4,3.93201700551631,-0.784269485050602,-13.0631076731214,3,32
254,1,Gal4,2.90122737764791,-0.217863575261287,-11.0138474034607,4,32
255,1,Gal4,10.7001637597198,-8.69379434473782,-11.5993351411768,5,32
256,1,Gal4,2.98871919457556,-0.717300622012039,-2.4758452667416,6,32
257,1,Gal4,1.91740643416599,-0.205227012616442,-10.5598251979822,7,32
258,1,Gal4,2.18654089772823,-0.901831552704664,-14.0559772911833,8,32
259,1,Gal4,2.99102447419996,-0.356197734489319,-6.29714227815396,9,32
260,1,Gal4,2.40105097265701,0.02022183141111,-8.71800861605165,10,32
261,1,Gal4,2.41435611013236,-1.32150692566177,-10.5183722469975,1,34
262,1,Gal4,3.20038959545536,-1.03923778852192,-9.68653166081943,2,34
263,1,Gal4,2.83281525197293,-0.326971380119327,-4.2490927729333,3,34
264,1,Gal4,3.92213682181835,-0.603475796779094,-12.4234366994976,4,34
265,1,Gal4,2.86355342403561,-0.147707658973772,-11.283266387569,5,34
266,1,Gal4,10.9860881537674,-8.60372716748051,-11.3464129197739,6,34
267,1,Gal4,2.88383748809388,-0.433937778993991,-2.73930643966669,7,34
268,1,Gal4,2.01092811711019,-0.347162084009506,-10.6735687813574,8,34
269,1,Gal4,2.24395277438369,-0.851966376480224,-14.1764577993515,9,34
270,1,Gal4,2.57999816226895,-0.601638745061745,-6.7338141165134,10,34
271,1,Gal4,2.33235501317961,-0.0904465035041451,-9.46881679036054,1,37
272,1,Gal4,2.34043827637682,-1.1212317707629,-10.8536010170988,2,37
273,1,Gal4,3.54507088217928,-1.14445591119636,-9.56054755998361,3,37
274,1,Gal4,2.69280225068221,-0.344983486926838,-4.08909428170862,4,37
275,1,Gal4,3.67157719850677,-0.884333394934215,-13.5437386869779,5,37
276,1,Gal4,2.5195218689857,-0.0922325542352525,-11.0092541240473,6,37
277,1,Gal4,10.8394651014671,-8.79722078652073,-11.5163457618988,7,37
278,1,Gal4,2.81131951760815,-0.383206985562309,-2.5321226490462,8,37
279,1,Gal4,2.2969949418859,-0.202368268287865,-11.0190160380903,9,37
280,1,Gal4,2.27523622152202,-0.838155555789237,-14.1463730321542,10,37
281,1,Gal4,2.85199906078263,-0.769585310964302,-7.09612848279873,1,40
282,1,Gal4,2.25430453284936,-0.30734779155673,-9.55397688474453,2,40
283,1,Gal4,2.45472172134879,-1.68355715769013,-12.0499025060088,3,40
284,1,Gal4,3.67976753302454,-1.19209027265713,-10.0564259697182,4,40
285,1,Gal4,2.57268270774904,-0.518659251994683,-4.51854909133489,5,40
286,1,Gal4,3.07518700733936,-1.10997780058026,-13.5804693709792,6,40
287,1,Gal4,2.10338588638257,-0.30573393018715,-11.5053963135999,7,40
288,1,Gal4,8.75581846030289,-7.98595353383624,-11.8324257390217,8,40
289,1,Gal4,2.7948981921084,-0.301448335043843,-2.97029701397604,9,40
290,1,Gal4,2.26459676081742,-0.205031124700797,-11.0717832731478,10,40
291,1,Gal4,2.4006275212939,-1.02032629900339,-14.1359590517808,1,44
292,1,Gal4,2.88306782121805,-0.752575006386075,-7.28756543216921,2,44
293,1,Gal4,2.22977565800659,-0.26346995954539,-9.9427497305376,3,44
294,1,Gal4,2.43171558006487,-1.3318047240376,-11.1465333377055,4,44
295,1,Gal4,3.32020655134755,-1.28468385194914,-9.47141819932899,5,44
296,1,Gal4,2.47840916931435,-0.664445853809121,-4.95309317839153,6,44
297,1,Gal4,3.67301223511578,-0.793859986359038,-13.8749947475156,7,44
298,1,Gal4,2.57369917093439,-0.222210292290402,-13.1142886772196,8,44
299,1,Gal4,9.70955741815096,-8.16812778716684,-11.9959442924262,9,44
300,1,Gal4,2.84970416410984,-0.385582266972138,-2.54531319016223,10,44
301,1,Gal4,2.34649100967531,-0.232370011684131,-11.2555587318483,1,47
302,1,Gal4,2.40046142770365,-0.859297842811678,-13.924237452891,2,47
303,1,Gal4,2.80907220011653,-0.685084151176281,-7.48218536083823,3,47
304,1,Gal4,2.01620449976722,-0.283300117417232,-10.0398200618336,4,47
305,1,Gal4,2.48368581538613,-1.32000488911799,-11.9818135194227,5,47
306,1,Gal4,3.41285982202297,-1.2237900708881,-9.47386750723098,6,47
307,1,Gal4,2.5262753923023,-0.575730272115509,-4.65307086892505,7,47
308,1,Gal4,2.99331191887862,-0.971575350479039,-13.9389417139795,8,47
309,1,Gal4,2.40201662038438,-0.391389877074667,-11.9390521391619,9,47
310,1,Gal4,9.05059038717392,-7.84062336237331,-11.9899023217954,10,47
311,1,Gal4,2.93137318977061,-0.377452235791694,-3.28607933081316,1,53
312,1,Gal4,2.17491239869663,-0.340984855204626,-11.3721719399211,2,53
313,1,Gal4,2.30277870389648,-0.882474405327317,-13.8698073574193,3,53
314,1,Gal4,2.86598398126852,-0.653795126149524,-7.51331242469084,4,53
315,1,Gal4,1.98766014679696,-0.255132723367417,-10.0684848135589,5,53
316,1,Gal4,2.44153401916756,-1.95378953265841,-11.6643499596939,6,53
317,1,Gal4,3.04264080689776,-1.40258859792449,-9.56344883948123,7,53
318,1,Gal4,2.61100386826801,-0.649275443883615,-4.90156218409469,8,53
319,1,Gal4,2.70893178268914,-1.01518693552974,-14.0317788191115,9,53
320,1,Gal4,3.03614260762286,0.0484241000210019,-11.813816243648,10,53
321,1,Gal4,7.35929326447981,-7.65926333540571,-11.9468286049108,1,55
322,1,Gal4,2.91139100142169,-0.365210783207047,-2.77421413353748,2,55
323,1,Gal4,1.96286071545173,-0.427274429363667,-11.4642649046235,3,55
324,1,Gal4,2.30575728223107,-0.924367445273766,-13.8785745109606,4,55
325,1,Gal4,2.86624521507856,-0.639296736217504,-7.63787645215739,5,55
326,1,Gal4,1.96820522662116,-0.162705744523853,-10.2312989059518,6,55
327,1,Gal4,2.57644442041004,-1.4445413112334,-11.148645690786,7,55
328,1,Gal4,3.00089400381735,-1.44424718463261,-9.64143109352781,8,55
329,1,Gal4,2.62078961626913,-0.756964194897608,-4.9353512631691,9,55
330,1,Gal4,2.67935939830583,-1.11547836701832,-13.9946352165791,10,55
331,1,Gal4,2.07078658084141,0.058297101979365,-12.4903319424806,1,57
332,1,Gal4,7.90666177693027,-7.46297254636605,-12.1598843461693,2,57
333,1,Gal4,2.83214552566465,-0.383105030085972,-3.37341417777265,3,57
334,1,Gal4,2.16962317894552,-0.333773271124668,-11.460142266109,4,57
335,1,Gal4,2.304557757715,-0.944207905080805,-13.6196752957009,5,57
336,1,Gal4,2.91657781613134,-0.712766906232915,-7.63159022770129,6,57
337,1,Gal4,1.96790810621575,-0.140641691200253,-9.88256190873383,7,57
338,1,Gal4,2.4560052178277,-2.05694851806654,-11.9743207551432,8,57
339,1,Gal4,3.21317956324498,-1.4633571605004,-9.61961087643296,9,57
340,1,Gal4,2.58717998211196,-0.795278592876092,-4.95659266016338,10,57
341,1,CKO,2.7640964059747,-0.0200950824852129,-7.32383617740984,1,27
342,1,CKO,5.83426639979967,-3.42447221053157,-10.310724571294,2,27
343,1,CKO,2.24593749450202,0.423541465773091,-8.15852047053732,3,27
344,1,CKO,2.10535677469072,0.223641066134178,-10.3519183594315,4,27
345,1,CKO,2.80480690954728,-0.463035418118697,-23.2632492455642,5,27
346,1,CKO,3.17089846119228,-0.644262060442188,-9.64047334646416,6,27
347,1,CKO,3.12031853605951,-0.221451881403112,-8.00047982522716,7,27
348,1,CKO,3.61775596271197,-0.794417687464424,-22.3006724657332,8,27
349,1,CKO,5.65575250633159,-3.34090520440078,-5.89949686027058,9,27
350,1,CKO,2.80413956217288,-0.660225341731092,-16.9155334807851,10,27
351,1,CKO,3.1129712158938,0.130623309797507,-13.0202190263896,1,31
352,1,CKO,5.82753677914661,-2.97058286735171,-11.8816440999209,2,31
353,1,CKO,2.85304178550257,-0.170861733605843,-6.08021383729145,3,31
354,1,CKO,5.46705266044076,-3.65648111215695,-7.63146831918581,4,31
355,1,CKO,3.0168833392465,-0.0986547060642939,-7.466304999854,5,31
356,1,CKO,2.65482948453072,-0.0151196396856275,-8.18731598035401,6,31
357,1,CKO,3.10554072100639,-1.97203115854996,-19.8492896765241,7,31
358,1,CKO,2.91544621051857,-1.31676175822999,-8.67525156873746,8,31
359,1,CKO,2.81562462483287,-0.14264903305739,-6.6189968433433,9,31
360,1,CKO,3.50710044257475,-1.15006515061323,-15.8684852572569,10,31
361,1,CKO,5.11609519287121,-3.30379949491153,-5.43348295149432,1,33
362,1,CKO,2.82184919087281,-0.863893155954724,-13.277887377842,2,33
363,1,CKO,3.49868468515067,-0.1023764078734,-10.0728464197415,3,33
364,1,CKO,5.27791996100412,-3.51724007203557,-9.7010430162108,4,33
365,1,CKO,2.7657548983165,-0.124291036104262,-6.58484091933695,5,33
366,1,CKO,4.72814212133049,-3.63435529427744,-8.89424746315347,6,33
367,1,CKO,2.20211776970671,-0.123058031011118,-7.74270156203739,7,33
368,1,CKO,1.9671013733838,-0.395613974308436,-8.80751648216133,8,33
369,1,CKO,2.49168089817215,-2.07388629926511,-20.7265895053963,9,33
370,1,CKO,2.580498932496,-2.09718512645942,-8.79116315327601,10,33
371,1,CKO,2.61740913612463,-0.319801193532249,-6.58081290463058,1,35
372,1,CKO,3.4429044905577,-1.33492048511704,-16.3453816690291,2,35
373,1,CKO,5.13192252642168,-3.3798971446857,-5.45462032760252,3,35
374,1,CKO,2.58178063967176,-1.2319218489782,-13.6438674538246,4,35
375,1,CKO,3.26706618694604,-0.0335747135986626,-10.5547596868961,5,35
376,1,CKO,5.17992588919746,-3.32521547607331,-9.67376326881995,6,35
377,1,CKO,2.23984282722194,-0.190427478763492,-6.80437470185016,7,35
378,1,CKO,4.70488790952241,-3.85359592138414,-9.0833334272932,8,35
379,1,CKO,2.16168085408457,-0.209350035361069,-7.83068277032229,9,35
380,1,CKO,1.95472471786428,-0.293113985415731,-9.18524024070011,10,35
381,1,CKO,2.78344561409394,-2.60623699823099,-20.9547456505078,1,39
382,1,CKO,2.89111571224276,-2.12941896464361,-8.1260330913803,2,39
383,1,CKO,2.72404174156446,-0.310971225885668,-6.70961490663241,3,39
384,1,CKO,3.33489030659865,-1.4115031184247,-16.3608889558186,4,39
385,1,CKO,5.07281393458015,-3.41099536271581,-5.55049021526868,5,39
386,1,CKO,2.59608393896061,-1.34454592011177,-13.9057229887733,6,39
387,1,CKO,3.10652325106711,-0.0354416228144281,-10.9668587557402,7,39
388,1,CKO,5.28829191439751,-3.67440015257591,-10.6258967949154,8,39
389,1,CKO,2.17930405213034,-0.189481734944529,-6.83393865678039,9,39
390,1,CKO,4.63116631540952,-3.83783412518216,-9.33671490001799,10,39
391,1,CKO,1.99190750232637,-0.115185242787286,-8.24355894050815,1,46
392,1,CKO,1.96631827628725,-0.296650137206878,-9.51677416087725,2,46
393,1,CKO,2.54372804928077,-2.95013632795139,-21.3125673278411,3,46
394,1,CKO,2.79730520164447,-2.3437932002554,-9.03562728586315,4,46
395,1,CKO,2.80444161910668,-0.449158043240521,-6.89721174045838,5,46
396,1,CKO,3.35746140648358,-1.50951121982699,-17.0149632963976,6,46
397,1,CKO,4.98868374833647,-3.50704714733637,-5.80214820057575,7,46
398,1,CKO,2.6955468383402,-1.38936548223157,-13.9593294351682,8,46
399,1,CKO,2.83401972480927,-0.0674397576777803,-11.2583692345397,9,46
400,1,CKO,5.04182298305143,-3.40138085865937,-10.6826194694998,10,46
401,1,CKO,2.26201222795118,-0.0929437631816556,-6.94105631781376,1,48
402,1,CKO,4.68939462688008,-3.71490793537055,-9.63293469805265,2,48
403,1,CKO,2.11305695070683,-0.281851099323635,-8.75659284933344,3,48
404,1,CKO,1.76798393848392,-0.179088472785331,-9.54625042800432,4,48
405,1,CKO,2.43039641659876,-2.96115959129429,-21.5702365664245,5,48
406,1,CKO,2.87880453884317,-2.70783862830547,-8.67657186159791,6,48
407,1,CKO,2.56242296470859,-0.622671292668808,-7.10116423920324,7,48
408,1,CKO,3.24091599815553,-1.74697974629691,-16.9062076437777,8,48
409,1,CKO,5.14483333155759,-3.57595829040851,-5.83489195623029,9,48
410,1,CKO,2.6652688329675,-1.35106641794717,-13.4820108497677,10,48
411,1,CKO,2.73072312704087,-0.142198683801292,-11.4338473918122,1,50
412,1,CKO,5.08633416778266,-3.54774085790813,-11.3063031707166,2,50
413,1,CKO,2.28197232718488,-0.205095711077369,-6.88948642112845,3,50
414,1,CKO,4.62973329368044,-3.70614988274732,-9.59652175909059,4,50
415,1,CKO,1.95467074019539,-0.288058898081722,-8.91836839696597,5,50
416,1,CKO,1.85508836512183,-0.293592917593589,-9.89317179776908,6,50
417,1,CKO,2.48967020144247,-3.2509171741514,-21.7641147638484,7,50
418,1,CKO,2.86173199886302,-2.99384301242937,-8.8070472478294,8,50
419,1,CKO,2.6803350524878,-0.645822988399086,-7.14687154425549,9,50
420,1,CKO,3.18570635657221,-1.51562902719886,-16.7524195179494,10,50
421,1,CKO,4.8452702406904,-3.41867697393078,-6.04537727198013,1,54
422,1,CKO,2.70286735987584,-1.33270053687693,-13.5762197912635,2,54
423,1,CKO,2.67120911185798,-0.251608885982918,-11.4686789692744,3,54
424,1,CKO,4.77632058921075,-3.30849037939414,-11.5836318556052,4,54
425,1,CKO,2.25133404436556,-0.232295211858339,-6.9533005907634,5,54
426,1,CKO,4.52633901229274,-3.97923344985867,-9.6822342971146,6,54
427,1,CKO,1.81816340183829,-0.273220378157077,-9.06896403210035,7,54
428,1,CKO,1.75509333230394,-0.433194282479525,-10.080288984166,8,54
429,1,CKO,2.72356728542884,-3.61922687873598,-21.3289140561473,9,54
430,1,CKO,2.93399132047059,-2.96385511245678,-9.3215482569767,10,54
431,1,CKO,2.5756586505737,-0.737272601077888,-7.30928222616042,1,56
432,1,CKO,3.3067500141818,-1.50326991244336,-16.5393162382412,2,56
433,1,CKO,4.84477074146314,-3.75824902969915,-6.26193600136495,3,56
434,1,CKO,2.71522897518297,-1.51479510865708,-13.0573715941807,4,56
435,1,CKO,2.63425190338879,-0.234502496759207,-11.881265321125,5,56
436,1,CKO,4.75158143174336,-3.16619258400704,-11.7418513699059,6,56
437,1,CKO,2.42933086970238,-0.240244201315467,-6.81211160822009,7,56
438,1,CKO,4.69043148310326,-3.88521851956039,-9.7419742491479,8,56
439,1,CKO,1.85373893281183,-0.479130674379084,-9.15616758422307,9,56
440,1,CKO,1.73160924702054,-0.16905981112513,-10.3955001952318,10,56
441,1,CKO,2.52442046154971,-3.62477451481096,-21.7077595933443,1,58
442,1,CKO,2.84325491983013,-3.05097122978492,-9.17153021400095,2,58
443,1,CKO,2.65964184274387,-0.809550775884097,-7.29159520557512,3,58
444,1,CKO,3.31571366057352,-1.50138347115584,-16.3936262194593,4,58
445,1,CKO,5.01596442459221,-3.47242958061374,-6.25485378240974,5,58
446,1,CKO,2.59169267615091,-1.57660121309099,-13.2366053212047,6,58
447,1,CKO,2.68064869407323,-0.230683328626876,-11.8726367809885,7,58
448,1,CKO,4.92346488535325,-3.39064727952905,-11.446863539913,8,58
449,1,CKO,2.57849202062839,-0.319383686505078,-6.86344032651112,9,58
450,1,CKO,4.57624417364064,-3.86840867777437,-9.89283379724096,10,58
451,1,CKO,1.89103056591001,-0.554316509962602,-8.90389910637079,1,60
452,1,CKO,1.71034148676693,-0.477704338855103,-10.4531142801551,2,60
453,1,CKO,2.65744267228662,-3.97485134350691,-21.8731024253513,3,60
454,1,CKO,2.7941564623659,-3.11326472492789,-9.29586196985594,4,60
455,1,CKO,2.67637170963788,-0.868706775465506,-7.31561512010673,5,60
456,1,CKO,3.40257008998462,-1.31072950803751,-15.6728213916274,6,60
457,1,CKO,4.75769037084052,-3.54822576889092,-6.08273817942441,7,60
458,1,CKO,2.62058714048011,-1.42678449657234,-13.3770230522294,8,60
459,1,CKO,2.70413759024049,-0.360763568654578,-12.1734275881843,9,60
460,1,CKO,4.82711383160213,-3.43500463319589,-12.1135372840604,10,60
461,2,Gal4,4.17986511648356,-3.437448282138,-11.2490940724815,1,26
462,2,Gal4,3.20800471990903,-3.52438159126083,-10.3374673894835,2,26
463,2,Gal4,3.01465959750582,-1.6820632999588,-13.7813118673289,3,26
464,2,Gal4,3.18073214557152,-1.3641069237103,-0.587245279066564,4,26
465,2,Gal4,3.03950218496025,-2.01980243055111,-10.8188200534383,5,26
466,2,Gal4,2.38730174454951,-1.36503396674114,-15.9160226083395,6,26
467,2,Gal4,2.15603523491504,-1.13507074718987,-6.55863048844309,7,26
468,2,Gal4,2.96508355370322,-1.83681219619763,-9.62861326459503,8,26
469,2,Gal4,4.16784193278589,-2.51872724191972,-13.0620084905036,9,26
470,2,Gal4,3.53428776207729,-1.29578299733603,-8.94493838023599,10,26
471,2,Gal4,2.31993461121376,-1.08109795959796,-6.88734256712499,1,30
472,2,Gal4,4.13791050391451,-7.17167744719862,-11.0065359137991,2,30
473,2,Gal4,3.33044971327799,-5.29312053982808,-9.62725523751903,3,30
474,2,Gal4,3.35974026009053,-2.62293310473485,-10.7070604853108,4,30
475,2,Gal4,3.35552745817543,-1.75501575763933,-2.05617577632231,5,30
